hand1,hand2,flop,turn,river,flop_quality,flop_dynamic_score
"['6s', '4s']","['9d', '4h']","['Ac', '5d', 'Ah']",['9c'],['9s'],"['Disconnected', 'Rainbow', 'Paired', 'Ace high']",1.0
"['6s', '4s']","['8d', '4c']","['9s', '5c', '7s']",['3h'],['Jc'],"['Highly connected', 'Two-tone', 'Unpaired']",5.25
"['6h', '4h']","['7h', '4s']","['3s', '5s', '2s']",['8s'],['Ts'],"['Highly connected', 'Monotone', 'Unpaired']",6.75
"['6d', '4d']","['6c', '4s']","['8h', 'Jd', '7c']",['5c'],['8c'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['6s', '4s']","['5c', '4h']","['3d', 'Jd', '4d']",['2s'],['4c'],"['Moderately connected', 'Monotone', 'Unpaired']",4.5
"['6h', '4h']","['4c', '4s']","['Kc', 'Jc', '9h']",['5d'],['7h'],"['Highly connected', 'Two-tone', 'Unpaired', 'King high']",4.5
"['6c', '4c']","['4s', '3s']","['Qd', '2d', '6h']",['Kc'],['3h'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['6s', '4s']","['4h', '2s']","['Kh', '8h', 'Qd']",['Th'],['2d'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['6c', '4c']","['Ad', '3c']","['2s', 'Jh', 'Ah']",['5d'],['6h'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['6c', '4c']","['Kd', '3h']","['2c', 'Ah', '7h']",['6h'],['Jc'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['6s', '4s']","['Qd', '3h']","['5h', 'Th', 'Jc']",['As'],['7c'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['6c', '4c']","['Jc', '3h']","['Kh', '6d', '2s']",['5c'],['5d'],"['Disconnected', 'Rainbow', 'Unpaired', 'King high']",0.0
"['6s', '4s']","['Th', '3c']","['Js', '7d', '3d']",['Qh'],['5d'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['6d', '4d']","['9h', '3c']","['9c', '8d', 'Qd']",['Kc'],['Ad'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['6d', '4d']","['8c', '3d']","['Js', 'Ks', 'Td']",['Kh'],['Ac'],"['Highly connected', 'Two-tone', 'Unpaired', 'King high']",4.5
"['6h', '4h']","['7h', '3d']","['4s', '9d', '8c']",['Ac'],['5c'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['6c', '4c']","['6d', '3c']","['4s', '2c', '9c']",['Qd'],['4h'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['6s', '4s']","['5c', '3s']","['2s', 'Jd', '2h']",['5h'],['7d'],"['Disconnected', 'Rainbow', 'Paired']",1.0
"['6h', '4h']","['4d', '3s']","['Jd', 'Ah', 'Ac']",['8d'],['Qh'],"['Disconnected', 'Rainbow', 'Paired', 'Ace high']",1.0
"['6c', '4c']","['3h', '3d']","['7d', 'Ad', 'Ts']",['Kd'],['Jh'],"['Disconnected', 'Two-tone', 'Unpaired', 'Ace high']",1.5
"['6d', '4d']","['3s', '2s']","['Qs', 'Kc', 'Js']",['7d'],['As'],"['Highly connected', 'Two-tone', 'Unpaired', 'King high']",4.5
"['6d', '4d']","['Ah', '2c']","['2h', '8c', '9h']",['Tc'],['9s'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['6s', '4s']","['Ks', '2h']","['8h', 'Jc', 'Qs']",['9h'],['Qh'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['6s', '4s']","['Qc', '2h']","['Tc', '2d', 'As']",['5c'],['Ad'],"['Moderately connected', 'Rainbow', 'Unpaired', 'Ace high']",1.5
"['6d', '4d']","['Js', '2h']","['Jd', 'Kd', '4s']",['6h'],['4h'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['6s', '4s']","['Td', '2s']","['7h', '2c', 'Js']",['Qc'],['Ah'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['6d', '4d']","['9c', '2s']","['Jd', '6s', '3s']",['9h'],['7h'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['6c', '4c']","['8h', '2c']","['Kd', 'Ts', '9d']",['Ad'],['8c'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['6d', '4d']","['7d', '2h']","['7h', '5c', '8d']",['2d'],['7s'],"['Highly connected', 'Rainbow', 'Unpaired']",3.75
"['6c', '4c']","['6h', '2d']","['Tc', 'Qd', '5s']",['2s'],['Jh'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['6c', '4c']","['5h', '2s']","['9s', '3s', 'Ad']",['2d'],['Jh'],"['Disconnected', 'Two-tone', 'Unpaired', 'Ace high']",1.5
"['6s', '4s']","['4c', '2d']","['Td', '4h', 'Jh']",['9s'],['Qd'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['6d', '4d']","['3s', '2h']","['2d', '8d', '8s']",['8h'],['4s'],"['Disconnected', 'Two-tone', 'Paired']",3.25
"['6d', '4d']","['2d', '2h']","['Th', '8d', 'Td']",['2c'],['Qs'],"['Moderately connected', 'Two-tone', 'Paired']",4.0
"['6c', '3c']","['6s', '2c']","['5s', '5h', '8s']",['Qs'],['Qc'],"['Disconnected', 'Two-tone', 'Paired']",3.25
"['6h', '3h']","['As', '5h']","['Ah', '4d', '2c']",['7d'],['4c'],"['Highly connected', 'Rainbow', 'Unpaired', 'Ace high']",3.0
"['6d', '3d']","['Ks', '5d']","['9d', '9h', 'Kd']",['2c'],['7c'],"['Disconnected', 'Two-tone', 'Paired', 'King high']",2.5
"['6s', '3s']","['Qh', '5c']","['Ad', '7d', '8s']",['4c'],['4d'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['6s', '3s']","['Js', '5h']","['8h', '8s', '5c']",['6c'],['5d'],"['Disconnected', 'Rainbow', 'Paired']",1.75
"['6d', '3d']","['Th', '5c']","['Kd', 'Qs', '9h']",['8h'],['4d'],"['Moderately connected', 'Rainbow', 'Unpaired', 'King high']",1.5
"['6c', '3c']","['9d', '5s']","['Ac', '2s', 'Kd']",['2h'],['9s'],"['Highly connected', 'Rainbow', 'Unpaired', 'Ace high']",3.0
"['6d', '3d']","['8h', '5s']","['9h', '9s', '6h']",['Kc'],['Qd'],"['Disconnected', 'Two-tone', 'Paired']",3.25
"['6d', '3d']","['7d', '5h']","['Kh', '5c', '4s']",['Kc'],['Jc'],"['Moderately connected', 'Rainbow', 'Unpaired', 'King high']",1.5
"['6d', '3d']","['6h', '5s']","['4c', 'Kd', '5c']",['3h'],['Qs'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['6d', '3d']","['5c', '5h']","['Kh', 'Th', '2c']",['Tc'],['Jc'],"['Disconnected', 'Two-tone', 'Unpaired', 'King high']",1.5
"['6s', '3s']","['5h', '4h']","['9h', 'Kd', '7h']",['As'],['8h'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['6d', '3d']","['5h', '3h']","['4s', '4h', '3s']",['9c'],['Qc'],"['Moderately connected', 'Two-tone', 'Paired']",4.75
"['6d', '3d']","['5h', '2h']","['6h', 'Kh', 'Qs']",['Ks'],['Js'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['6h', '3h']","['Ad', '4s']","['5s', 'Qc', '9h']",['2s'],['8s'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['6s', '3s']","['Ks', '4h']","['Ac', 'Kc', '4s']",['Jd'],['8d'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['6s', '3s']","['Qc', '4s']","['Th', '3d', '5c']",['3c'],['6h'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['6c', '3c']","['Jh', '4d']","['3h', 'Ts', 'Ad']",['9c'],['6d'],"['Disconnected', 'Rainbow', 'Unpaired', 'Ace high']",0.0
"['6c', '3c']","['Tc', '4d']","['3d', '9d', '3s']",['6s'],['Ks'],"['Disconnected', 'Two-tone', 'Paired']",3.25
"['6c', '3c']","['9d', '4c']","['8d', '4s', 'Ac']",['9h'],['5h'],"['Disconnected', 'Rainbow', 'Unpaired', 'Ace high']",0.0
"['6d', '3d']","['8s', '4c']","['4s', '9s', '6h']",['As'],['Ad'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['6s', '3s']","['7c', '4h']","['Jh', 'Qh', '7h']",['Ad'],['As'],"['Moderately connected', 'Monotone', 'Unpaired']",4.5
"['6c', '3c']","['6h', '4c']","['6d', '2h', 'Jc']",['5h'],['Kc'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['6s', '3s']","['5c', '4s']","['Ac', 'Jd', '9h']",['Kh'],['Ts'],"['Moderately connected', 'Rainbow', 'Unpaired', 'Ace high']",1.5
"['6s', '3s']","['4d', '4s']","['9s', '2h', '6d']",['6c'],['Js'],"['Disconnected', 'Rainbow', 'Unpaired']",0.75
"['6c', '3c']","['4c', '3s']","['Th', '9s', '7h']",['2c'],['Jc'],"['Highly connected', 'Two-tone', 'Unpaired']",4.5
"['6s', '3s']","['4h', '2h']","['3d', '5c', '5d']",['7c'],['Jd'],"['Moderately connected', 'Two-tone', 'Paired']",4.75
"['6d', '3d']","['Ah', '3c']","['Kh', '5d', '9c']",['5s'],['5c'],"['Disconnected', 'Rainbow', 'Unpaired', 'King high']",0.0
"['6d', '3d']","['Ks', '3s']","['9s', '3c', '7c']",['Jc'],['8h'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['6s', '3s']","['Qh', '3d']","['3h', '2d', '4h']",['8h'],['4s'],"['Highly connected', 'Two-tone', 'Unpaired']",5.25
"['6h', '3h']","['Js', '3d']","['7c', 'Kd', '8h']",['8s'],['5d'],"['Moderately connected', 'Rainbow', 'Unpaired', 'King high']",1.5
"['6s', '3s']","['Td', '3h']","['Jd', 'Ks', 'Kh']",['7d'],['7h'],"['Moderately connected', 'Rainbow', 'Paired', 'King high']",2.5
"['6d', '3d']","['9h', '3s']","['2d', '6c', 'Jh']",['8s'],['Jd'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['6h', '3h']","['8d', '3c']","['Ks', '2d', 'As']",['5c'],['Qh'],"['Highly connected', 'Two-tone', 'Unpaired', 'Ace high']",4.5
"['6c', '3c']","['7c', '3d']","['2c', 'Qc', '2h']",['Kc'],['9c'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['6h', '3h']","['6c', '3s']","['Ah', 'Jd', 'Td']",['4h'],['Ks'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['6c', '3c']","['5h', '3d']","['Ad', '7c', 'Kh']",['2d'],['6d'],"['Moderately connected', 'Rainbow', 'Unpaired', 'Ace high']",1.5
"['6d', '3d']","['4h', '3s']","['6h', 'Th', '8d']",['Jc'],['9c'],"['Highly connected', 'Two-tone', 'Unpaired']",4.5
"['6s', '3s']","['3c', '3h']","['Jh', '2d', '7d']",['Qd'],['7c'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['6d', '3d']","['3h', '2h']","['Ts', '9d', 'Th']",['As'],['Ad'],"['Moderately connected', 'Rainbow', 'Paired']",2.5
"['6c', '3c']","['Ah', '2c']","['Ks', '5s', '7c']",['5h'],['8c'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['6h', '3h']","['Ks', '2h']","['3c', 'As', '7s']",['6d'],['4d'],"['Disconnected', 'Two-tone', 'Unpaired', 'Ace high']",1.5
"['6s', '3s']","['Qs', '2d']","['Js', 'Ts', '3h']",['8h'],['Kh'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['6s', '3s']","['Jh', '2c']","['Kc', 'Qd', '3d']",['Ad'],['4c'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['6c', '3c']","['Td', '2c']","['Kc', '4c', '7h']",['8c'],['7s'],"['Disconnected', 'Two-tone', 'Unpaired', 'King high']",1.5
"['6c', '3c']","['9d', '2c']","['5d', '5c', '8s']",['Ac'],['Jd'],"['Disconnected', 'Rainbow', 'Paired']",1.75
"['6h', '3h']","['8h', '2c']","['7d', 'Td', '5h']",['9s'],['5c'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['6d', '3d']","['7c', '2d']","['Jh', '8c', 'Tc']",['Qh'],['Kh'],"['Highly connected', 'Two-tone', 'Unpaired']",4.5
"['6c', '3c']","['6s', '2h']","['Qh', '6h', '2c']",['4h'],['7h'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['6h', '3h']","['5s', '2h']","['Kd', 'Th', 'Ad']",['Qh'],['Jh'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['6s', '3s']","['4h', '2c']","['8h', '5c', '5h']",['Ad'],['7d'],"['Disconnected', 'Two-tone', 'Paired']",3.25
"['6d', '3d']","['3s', '2c']","['Ac', 'Qh', 'Qd']",['Jc'],['7s'],"['Moderately connected', 'Rainbow', 'Paired', 'Ace high']",2.5
"['6h', '3h']","['2d', '2c']","['Jh', '7s', '8d']",['Kd'],['4d'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['6h', '2h']","['Ah', '5s']","['Qs', '7h', 'Kh']",['7c'],['Qc'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['6d', '2d']","['Ks', '5c']","['Ts', 'As', '8c']",['4h'],['2c'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['6s', '2s']","['Qh', '5s']","['7h', '7s', '9h']",['7d'],['2h'],"['Moderately connected', 'Two-tone', 'Paired']",4.75
"['6d', '2d']","['Jd', '5c']","['5d', '9s', 'Ts']",['3h'],['5h'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['6d', '2d']","['Ts', '5h']","['4s', '2c', 'As']",['Qd'],['6h'],"['Highly connected', 'Two-tone', 'Unpaired', 'Ace high']",4.5
"['6d', '2d']","['9s', '5d']","['6h', 'Ks', '8d']",['Jc'],['6c'],"['Moderately connected', 'Rainbow', 'Unpaired', 'King high']",1.5
"['6d', '2d']","['8d', '5h']","['Th', '7h', '7d']",['Qc'],['Jc'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['6c', '2c']","['7s', '5c']","['6d', 'Ts', 'Kh']",['4h'],['7c'],"['Disconnected', 'Rainbow', 'Unpaired', 'King high']",0.0
"['6s', '2s']","['6h', '5h']","['Jd', 'Qd', '9s']",['7s'],['Kd'],"['Highly connected', 'Two-tone', 'Unpaired']",4.5
"['6s', '2s']","['5c', '5h']","['7c', '7h', 'Kc']",['9d'],['Jh'],"['Disconnected', 'Two-tone', 'Paired', 'King high']",2.5
"['6d', '2d']","['5s', '4s']","['6h', 'Tc', '8h']",['6s'],['7d'],"['Highly connected', 'Two-tone', 'Unpaired']",4.5
"['6s', '2s']","['5d', '3d']","['Td', '9h', '8d']",['Kd'],['6h'],"['Highly connected', 'Two-tone', 'Unpaired']",4.5
"['6d', '2d']","['5h', '2h']","['Ah', '4h', 'Qc']",['8s'],['3c'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['6h', '2h']","['As', '4d']","['5h', 'Qc', '5d']",['Qh'],['Ah'],"['Disconnected', 'Rainbow', 'Paired']",1.0
"['6c', '2c']","['Kc', '4s']","['Jd', 'Ks', '9s']",['Ts'],['2d'],"['Highly connected', 'Two-tone', 'Unpaired', 'King high']",4.5
"['6d', '2d']","['Qc', '4d']","['7c', '3h', '9s']",['9c'],['Kd'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['6d', '2d']","['Jd', '4h']","['5c', 'Th', 'Kh']",['2h'],['Ts'],"['Disconnected', 'Two-tone', 'Unpaired', 'King high']",1.5
"['6c', '2c']","['Th', '4d']","['Ac', 'Kd', '7h']",['9h'],['2h'],"['Moderately connected', 'Rainbow', 'Unpaired', 'Ace high']",1.5
"['6d', '2d']","['9c', '4s']","['Kc', '8c', 'As']",['Td'],['3c'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['6c', '2c']","['8h', '4c']","['Qh', 'Ks', 'Jc']",['4h'],['3h'],"['Highly connected', 'Rainbow', 'Unpaired', 'King high']",3.0
"['6s', '2s']","['7d', '4c']","['4h', 'Ks', '5s']",['4d'],['Ad'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['6s', '2s']","['6h', '4d']","['2d', '9s', '7d']",['4h'],['Th'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['6s', '2s']","['5h', '4d']","['Qd', '4c', 'Qh']",['Qs'],['Jc'],"['Disconnected', 'Rainbow', 'Paired']",1.0
"['6c', '2c']","['4c', '4s']","['Kc', '4d', '7c']",['8c'],['Kh'],"['Disconnected', 'Two-tone', 'Unpaired', 'King high']",1.5
"['6h', '2h']","['4h', '3h']","['Jh', 'Qc', '7h']",['Qs'],['Jc'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['6h', '2h']","['4d', '2d']","['As', '8c', 'Kc']",['7c'],['6s'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['6d', '2d']","['As', '3d']","['6c', 'Ad', '7h']",['2h'],['5h'],"['Moderately connected', 'Rainbow', 'Unpaired', 'Ace high']",1.5
"['6h', '2h']","['Kd', '3c']","['6c', '3s', '7h']",['Qc'],['9d'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['6h', '2h']","['Qs', '3c']","['Ac', '4d', 'Kc']",['9d'],['6s'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['6d', '2d']","['Jd', '3c']","['8d', '5c', '6s']",['4h'],['Kh'],"['Highly connected', 'Rainbow', 'Unpaired']",3.75
"['6h', '2h']","['Tc', '3h']","['9c', 'Kh', 'Kc']",['Js'],['8c'],"['Disconnected', 'Two-tone', 'Paired', 'King high']",2.5
"['6d', '2d']","['9c', '3s']","['8c', '5c', 'Js']",['5s'],['9s'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['6d', '2d']","['8h', '3s']","['8s', 'Qc', 'Qd']",['9s'],['Kh'],"['Disconnected', 'Rainbow', 'Paired']",1.0
"['6s', '2s']","['7s', '3c']","['4c', 'Jc', '4s']",['Jh'],['Qh'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['6s', '2s']","['6d', '3h']","['2d', 'Ah', '5s']",['Qc'],['8d'],"['Moderately connected', 'Rainbow', 'Unpaired', 'Ace high']",1.5
"['6c', '2c']","['5d', '3c']","['6s', 'Ah', '4h']",['2h'],['4d'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['6c', '2c']","['4d', '3c']","['Ad', '3d', '8h']",['Ac'],['4c'],"['Disconnected', 'Two-tone', 'Unpaired', 'Ace high']",1.5
"['6d', '2d']","['3s', '3d']","['2c', 'Kc', 'Jd']",['4d'],['Kh'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['6c', '2c']","['3h', '2h']","['5h', '3d', '4c']",['Qc'],['Qs'],"['Highly connected', 'Rainbow', 'Unpaired']",3.75
"['6c', '2c']","['Ad', '2s']","['2h', '4d', '7c']",['4h'],['4s'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['6d', '2d']","['Ks', '2c']","['8d', 'Td', '4s']",['Qs'],['9h'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['6d', '2d']","['Qd', '2s']","['Qs', 'Ac', '4d']",['7d'],['5h'],"['Moderately connected', 'Rainbow', 'Unpaired', 'Ace high']",1.5
"['6c', '2c']","['Jd', '2s']","['Td', '9d', '5h']",['Kh'],['3h'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['6c', '2c']","['Tc', '2h']","['9h', '7h', 'Qc']",['8s'],['6d'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['6d', '2d']","['9d', '2s']","['5c', '5h', 'Qd']",['9h'],['Kd'],"['Disconnected', 'Rainbow', 'Paired']",1.0
"['6s', '2s']","['8d', '2h']","['7s', '9h', 'Ad']",['5c'],['Qs'],"['Moderately connected', 'Rainbow', 'Unpaired', 'Ace high']",1.5
"['6c', '2c']","['7c', '2h']","['Ks', '4h', '9d']",['6h'],['2d'],"['Disconnected', 'Rainbow', 'Unpaired', 'King high']",0.0
"['6c', '2c']","['6s', '2h']","['5c', 'Qd', '9c']",['Td'],['5s'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['6c', '2c']","['5s', '2h']","['4c', '6d', '4s']",['Qs'],['Kd'],"['Moderately connected', 'Rainbow', 'Paired']",3.25
"['6c', '2c']","['4s', '2h']","['Kd', '5s', 'Qc']",['3d'],['Ks'],"['Moderately connected', 'Rainbow', 'Unpaired', 'King high']",1.5
"['6c', '2c']","['3d', '2s']","['Kd', 'Ks', '9s']",['9h'],['Ad'],"['Disconnected', 'Two-tone', 'Paired', 'King high']",2.5
"['6d', '2d']","['2c', '2s']","['Td', '7s', '4s']",['Qd'],['Kd'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['As', '5h']","['Kh', '5d']","['9s', '4s', '9h']",['7h'],['8s'],"['Disconnected', 'Two-tone', 'Paired']",3.25
"['Ad', '5c']","['Qd', '5s']","['As', 'Jd', '9h']",['6d'],['7h'],"['Moderately connected', 'Rainbow', 'Unpaired', 'Ace high']",1.5
"['Ad', '5s']","['Jh', '5c']","['2h', 'Qs', '2s']",['Jc'],['3c'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['Ad', '5c']","['Th', '5d']","['Qs', '9c', '9s']",['Tc'],['Jd'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['Ah', '5s']","['9h', '5d']","['7h', '7c', '8h']",['Ks'],['2h'],"['Moderately connected', 'Two-tone', 'Paired']",4.75
"['Ad', '5c']","['8s', '5h']","['Kc', 'As', '6c']",['Ah'],['4h'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['As', '5c']","['7c', '5s']","['Js', 'Qc', 'Jh']",['9c'],['9h'],"['Moderately connected', 'Rainbow', 'Paired']",2.5
"['Ac', '5s']","['6h', '5h']","['Ts', '5c', 'Qs']",['Jd'],['5d'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ad', '5h']","['5s', '5d']","['Qs', '3s', '6s']",['6h'],['7h'],"['Disconnected', 'Monotone', 'Unpaired']",3.0
"['Ac', '5s']","['5d', '4d']","['9s', 'Ks', '8d']",['Qs'],['7d'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Ah', '5d']","['5s', '3d']","['Jd', '8c', 'Td']",['2d'],['Jc'],"['Highly connected', 'Two-tone', 'Unpaired']",4.5
"['As', '5h']","['5d', '2d']","['2c', 'Js', 'Ts']",['2s'],['Kh'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ac', '5h']","['As', '4s']","['9c', '8h', '2c']",['6s'],['Ah'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['As', '5h']","['Kc', '4h']","['6d', '4c', 'Kd']",['2s'],['Qc'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['As', '5c']","['Qh', '4c']","['8h', '6h', '7h']",['6c'],['3c'],"['Highly connected', 'Monotone', 'Unpaired']",6.75
"['Ac', '5s']","['Jd', '4h']","['5c', 'As', 'Jc']",['8c'],['8h'],"['Disconnected', 'Two-tone', 'Unpaired', 'Ace high']",1.5
"['Ac', '5d']","['Tc', '4h']","['9s', '5c', 'Th']",['2s'],['8d'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['As', '5d']","['9d', '4s']","['2s', 'Qd', '3c']",['Ts'],['Ks'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Ah', '5d']","['8c', '4d']","['3s', '7d', '6d']",['Js'],['4s'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['Ah', '5d']","['7s', '4c']","['2h', 'Qd', '2c']",['Jd'],['9s'],"['Disconnected', 'Rainbow', 'Paired']",1.0
"['Ah', '5s']","['6s', '4h']","['Ks', '4s', '2c']",['Js'],['2d'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Ad', '5h']","['5s', '4c']","['Ac', '2c', '2h']",['2d'],['Td'],"['Moderately connected', 'Two-tone', 'Paired', 'Ace high']",4.0
"['Ah', '5s']","['4c', '4h']","['6d', 'Qh', 'Js']",['8h'],['6s'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Ah', '5d']","['4d', '3d']","['7s', '7d', '9s']",['Ac'],['4s'],"['Moderately connected', 'Two-tone', 'Paired']",4.75
"['As', '5c']","['4h', '2h']","['9s', 'Qc', 'Qh']",['3d'],['4d'],"['Disconnected', 'Rainbow', 'Paired']",1.0
"['Ah', '5c']","['Ad', '3s']","['4h', '5h', 'Kh']",['3d'],['Th'],"['Moderately connected', 'Monotone', 'Unpaired', 'King high']",4.5
"['Ad', '5s']","['Ks', '3d']","['5h', 'Qc', '3c']",['8d'],['5d'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ah', '5c']","['Qd', '3c']","['9c', 'Ks', '5d']",['4d'],['Ac'],"['Disconnected', 'Rainbow', 'Unpaired', 'King high']",0.0
"['Ah', '5c']","['Js', '3h']","['Tc', '2c', '9h']",['Kd'],['5d'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ah', '5d']","['Th', '3d']","['2c', 'Td', '2d']",['5c'],['8h'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['Ad', '5c']","['9s', '3d']","['8h', 'Qh', '8s']",['2s'],['2d'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['Ad', '5c']","['8c', '3h']","['Kd', '8d', '9h']",['6s'],['4h'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Ac', '5h']","['7s', '3d']","['2c', '6h', '4d']",['Jh'],['Td'],"['Highly connected', 'Rainbow', 'Unpaired']",3.75
"['As', '5d']","['6s', '3d']","['7c', 'Ks', '6h']",['Qd'],['Qc'],"['Moderately connected', 'Rainbow', 'Unpaired', 'King high']",1.5
"['Ah', '5d']","['5s', '3h']","['6h', '7d', '8c']",['Qh'],['Jc'],"['Highly connected', 'Rainbow', 'Unpaired']",3.75
"['As', '5d']","['4s', '3h']","['2c', 'Ks', 'Ah']",['Kh'],['5h'],"['Highly connected', 'Rainbow', 'Unpaired', 'Ace high']",3.0
"['Ah', '5s']","['3c', '3h']","['4s', 'Kc', '5d']",['8h'],['Qs'],"['Moderately connected', 'Rainbow', 'Unpaired', 'King high']",1.5
"['As', '5d']","['3h', '2h']","['3c', 'Qc', 'Qs']",['6s'],['Jc'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['As', '5c']","['Ad', '2s']","['3h', '2h', '7d']",['9h'],['8s'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['Ac', '5h']","['Ks', '2d']","['3c', 'Td', 'Jd']",['Ah'],['Kc'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ah', '5s']","['Qh', '2d']","['Kd', 'Ts', '4s']",['As'],['8h'],"['Disconnected', 'Two-tone', 'Unpaired', 'King high']",1.5
"['As', '5c']","['Jd', '2s']","['3s', '3h', 'Tc']",['9h'],['8s'],"['Disconnected', 'Rainbow', 'Paired']",1.0
"['Ac', '5h']","['Td', '2s']","['Kd', '3s', '3d']",['Jh'],['Kc'],"['Disconnected', 'Two-tone', 'Paired', 'King high']",2.5
